x,y,N
24.000042,-1.6000079,365
24.000084,-0.80009254,362
23.999931,-6.5587905e-5,368
24.000005,0.79999952,368
23.999967,1.6000829,368
23.999901,2.4000491,368
23.999907,3.20002,368
24.000001,3.9999665,368
24.000046,4.7999562,368
24.000056,5.600034,368
24.000042,6.400028,368
24.000066,7.2000978,370
24.000083,8.000009,370
23.999967,8.7999063,370
24.000078,9.6000207,370
24.000051,10.400022,370
24.00003,11.199973,370
24.000063,11.999918,370
23.999934,12.799901,370
23.999981,13.600048,370
23.999919,14.399905,367
24.000047,15.199967,367
23.99998,16.000031,367
23.99991,16.800006,367
23.999901,17.600009,367
24.000066,18.400052,367
23.999936,19.20004,367
24.000079,20.000074,367
24.799942,-8.8000399,366
24.799965,-8.0000363,366
24.799915,-7.1999295,366
24.799983,-6.4000247,365
24.799964,-5.6000555,365
24.799962,-4.8000725,365
24.80004,-3.9999036,365
24.799986,-3.2000632,365
24.799955,-2.3999943,365
24.800054,-1.6000367,365
24.799983,-0.80002988,368
24.799945,1.8497276e-5,368
24.799931,0.79999666,368
24.800071,1.6000375,368
24.799917,2.4000173,368
24.800097,3.1999948,368
24.800031,4.0000872,368
24.80001,4.8000527,368
24.799921,5.5999653,368
24.800057,6.4000787,368
24.800014,7.1999189,370
24.799987,8.0000948,370
24.800092,8.7999847,370
24.799945,9.6000309,370
24.800039,10.399972,370
24.800055,11.199912,370
24.799925,12.000015,370
24.80003,12.799956,370
24.799944,13.600064,370
24.799906,14.400019,367
24.799991,15.200094,367
24.799986,16.000032,367
24.799926,16.800047,367
24.799961,17.600056,367
24.800021,18.40006,367
24.799924,19.200013,367
24.8,20.000055,367
25.599973,4.5087028e-5,368
25.600055,0.80007144,368
25.60001,1.6000764,368
25.600024,2.3999688,368
25.599944,3.2000289,368
25.600009,4.00002,368
25.60005,4.8000571,368
25.600005,5.5999776,368
25.599929,6.4000351,368
25.600081,7.2000644,370
25.599981,7.9999028,370
25.600033,8.80001,370
25.600053,9.6000563,370
25.600088,10.399978,370
25.600065,11.199902,370
25.599982,11.999984,370
25.599926,12.799973,370
25.600027,13.600021,370
25.600072,14.400022,367
25.599934,15.199907,367
25.599972,16.000052,367
25.599912,16.80009,367
25.599951,17.599962,367
25.600065,18.399935,367
25.600048,19.20008,367
25.600094,19.999967,367
26.399939,8.8000989,370
26.399985,9.5999695,370
26.399939,10.400036,370
26.400057,11.199926,370
26.39997,12.000065,370
26.400017,12.800034,370
